steps,date,interval
720720,2012-10-17,835,Weekday
701701,2012-10-17,840,Weekday
266266,2012-10-17,845,Weekday
00,2012-10-17,850,Weekday
103103,2012-10-17,855,Weekday
668668,2012-10-17,900,Weekday
101101,2012-10-17,905,Weekday
00,2012-10-17,910,Weekday
00,2012-10-17,915,Weekday
00,2012-10-17,920,Weekday
00,2012-10-17,925,Weekday
00,2012-10-17,930,Weekday
00,2012-10-17,935,Weekday
00,2012-10-17,940,Weekday
00,2012-10-17,945,Weekday
00,2012-10-17,950,Weekday
00,2012-10-17,955,Weekday
9292,2012-10-17,1000,Weekday
00,2012-10-17,1005,Weekday
00,2012-10-17,1010,Weekday
00,2012-10-17,1015,Weekday
00,2012-10-17,1020,Weekday
1616,2012-10-17,1025,Weekday
00,2012-10-17,1030,Weekday
00,2012-10-17,1035,Weekday
00,2012-10-17,1040,Weekday
00,2012-10-17,1045,Weekday
00,2012-10-17,1050,Weekday
00,2012-10-17,1055,Weekday
00,2012-10-17,1100,Weekday
1616,2012-10-17,1105,Weekday
1717,2012-10-17,1110,Weekday
199199,2012-10-17,1115,Weekday
429429,2012-10-17,1120,Weekday
00,2012-10-17,1125,Weekday
186186,2012-10-17,1130,Weekday
160160,2012-10-17,1135,Weekday
00,2012-10-17,1140,Weekday
00,2012-10-17,1145,Weekday
00,2012-10-17,1150,Weekday
00,2012-10-17,1155,Weekday
00,2012-10-17,1200,Weekday
00,2012-10-17,1205,Weekday
00,2012-10-17,1210,Weekday
00,2012-10-17,1215,Weekday
00,2012-10-17,1220,Weekday
143143,2012-10-17,1225,Weekday
8686,2012-10-17,1230,Weekday
00,2012-10-17,1235,Weekday
00,2012-10-17,1240,Weekday
00,2012-10-17,1245,Weekday
00,2012-10-17,1250,Weekday
00,2012-10-17,1255,Weekday
3030,2012-10-17,1300,Weekday
00,2012-10-17,1305,Weekday
00,2012-10-17,1310,Weekday
88,2012-10-17,1315,Weekday
00,2012-10-17,1320,Weekday
285285,2012-10-17,1325,Weekday
146146,2012-10-17,1330,Weekday
33,2012-10-17,1335,Weekday
00,2012-10-17,1340,Weekday
00,2012-10-17,1345,Weekday
00,2012-10-17,1350,Weekday
00,2012-10-17,1355,Weekday
00,2012-10-17,1400,Weekday
00,2012-10-17,1405,Weekday
00,2012-10-17,1410,Weekday
00,2012-10-17,1415,Weekday
00,2012-10-17,1420,Weekday
00,2012-10-17,1425,Weekday
00,2012-10-17,1430,Weekday
00,2012-10-17,1435,Weekday
00,2012-10-17,1440,Weekday
00,2012-10-17,1445,Weekday
241241,2012-10-17,1450,Weekday
1111,2012-10-17,1455,Weekday
00,2012-10-17,1500,Weekday
00,2012-10-17,1505,Weekday
00,2012-10-17,1510,Weekday
00,2012-10-17,1515,Weekday
00,2012-10-17,1520,Weekday
8080,2012-10-17,1525,Weekday
00,2012-10-17,1530,Weekday
00,2012-10-17,1535,Weekday
00,2012-10-17,1540,Weekday
00,2012-10-17,1545,Weekday
8686,2012-10-17,1550,Weekday
4848,2012-10-17,1555,Weekday
2828,2012-10-17,1600,Weekday
00,2012-10-17,1605,Weekday
00,2012-10-17,1610,Weekday
00,2012-10-17,1615,Weekday
00,2012-10-17,1620,Weekday
00,2012-10-17,1625,Weekday
00,2012-10-17,1630,Weekday
00,2012-10-17,1635,Weekday
00,2012-10-17,1640,Weekday
00,2012-10-17,1645,Weekday
00,2012-10-17,1650,Weekday
137137,2012-10-17,1655,Weekday
4040,2012-10-17,1700,Weekday
00,2012-10-17,1705,Weekday
00,2012-10-17,1710,Weekday
6363,2012-10-17,1715,Weekday
163163,2012-10-17,1720,Weekday
408408,2012-10-17,1725,Weekday
153153,2012-10-17,1730,Weekday
00,2012-10-17,1735,Weekday
1212,2012-10-17,1740,Weekday
00,2012-10-17,1745,Weekday
88,2012-10-17,1750,Weekday
00,2012-10-17,1755,Weekday
00,2012-10-17,1800,Weekday
00,2012-10-17,1805,Weekday
00,2012-10-17,1810,Weekday
115115,2012-10-17,1815,Weekday
3131,2012-10-17,1820,Weekday
5252,2012-10-17,1825,Weekday
6060,2012-10-17,1830,Weekday
00,2012-10-17,1835,Weekday
00,2012-10-17,1840,Weekday
4242,2012-10-17,1845,Weekday
178178,2012-10-17,1850,Weekday
479479,2012-10-17,1855,Weekday
297297,2012-10-17,1900,Weekday
371371,2012-10-17,1905,Weekday
483483,2012-10-17,1910,Weekday
319319,2012-10-17,1915,Weekday
2626,2012-10-17,1920,Weekday
1414,2012-10-17,1925,Weekday
7979,2012-10-17,1930,Weekday
00,2012-10-17,1935,Weekday
00,2012-10-17,1940,Weekday
00,2012-10-17,1945,Weekday
4747,2012-10-17,1950,Weekday
00,2012-10-17,1955,Weekday
00,2012-10-17,2000,Weekday
00,2012-10-17,2005,Weekday
00,2012-10-17,2010,Weekday
00,2012-10-17,2015,Weekday
00,2012-10-17,2020,Weekday
00,2012-10-17,2025,Weekday
00,2012-10-17,2030,Weekday
00,2012-10-17,2035,Weekday
00,2012-10-17,2040,Weekday
00,2012-10-17,2045,Weekday
00,2012-10-17,2050,Weekday
00,2012-10-17,2055,Weekday
00,2012-10-17,2100,Weekday
8888,2012-10-17,2105,Weekday
6868,2012-10-17,2110,Weekday
66,2012-10-17,2115,Weekday
00,2012-10-17,2120,Weekday
00,2012-10-17,2125,Weekday
00,2012-10-17,2130,Weekday
00,2012-10-17,2135,Weekday
00,2012-10-17,2140,Weekday
88,2012-10-17,2145,Weekday
00,2012-10-17,2150,Weekday
00,2012-10-17,2155,Weekday
00,2012-10-17,2200,Weekday
00,2012-10-17,2205,Weekday
00,2012-10-17,2210,Weekday
00,2012-10-17,2215,Weekday
88,2012-10-17,2220,Weekday
00,2012-10-17,2225,Weekday
88,2012-10-17,2230,Weekday
00,2012-10-17,2235,Weekday
00,2012-10-17,2240,Weekday
00,2012-10-17,2245,Weekday
00,2012-10-17,2250,Weekday
00,2012-10-17,2255,Weekday
00,2012-10-17,2300,Weekday
00,2012-10-17,2305,Weekday
00,2012-10-17,2310,Weekday
00,2012-10-17,2315,Weekday
00,2012-10-17,2320,Weekday
00,2012-10-17,2325,Weekday
00,2012-10-17,2330,Weekday
00,2012-10-17,2335,Weekday
00,2012-10-17,2340,Weekday
00,2012-10-17,2345,Weekday
00,2012-10-17,2350,Weekday
2929,2012-10-17,2355,Weekday
00,2012-10-18,0,Weekday
00,2012-10-18,5,Weekday
00,2012-10-18,10,Weekday
00,2012-10-18,15,Weekday
00,2012-10-18,20,Weekday
1111,2012-10-18,25,Weekday
00,2012-10-18,30,Weekday
00,2012-10-18,35,Weekday
00,2012-10-18,40,Weekday
00,2012-10-18,45,Weekday
00,2012-10-18,50,Weekday
00,2012-10-18,55,Weekday
00,2012-10-18,100,Weekday
00,2012-10-18,105,Weekday
00,2012-10-18,110,Weekday
00,2012-10-18,115,Weekday
00,2012-10-18,120,Weekday
00,2012-10-18,125,Weekday
4242,2012-10-18,130,Weekday
00,2012-10-18,135,Weekday
00,2012-10-18,140,Weekday
00,2012-10-18,145,Weekday
00,2012-10-18,150,Weekday
00,2012-10-18,155,Weekday
00,2012-10-18,200,Weekday
00,2012-10-18,205,Weekday
00,2012-10-18,210,Weekday
00,2012-10-18,215,Weekday
00,2012-10-18,220,Weekday
00,2012-10-18,225,Weekday
00,2012-10-18,230,Weekday
00,2012-10-18,235,Weekday
00,2012-10-18,240,Weekday
00,2012-10-18,245,Weekday
00,2012-10-18,250,Weekday
00,2012-10-18,255,Weekday
00,2012-10-18,300,Weekday
00,2012-10-18,305,Weekday
00,2012-10-18,310,Weekday
00,2012-10-18,315,Weekday
00,2012-10-18,320,Weekday
00,2012-10-18,325,Weekday
00,2012-10-18,330,Weekday
1212,2012-10-18,335,Weekday
00,2012-10-18,340,Weekday
00,2012-10-18,345,Weekday
00,2012-10-18,350,Weekday
00,2012-10-18,355,Weekday
00,2012-10-18,400,Weekday
00,2012-10-18,405,Weekday
00,2012-10-18,410,Weekday
00,2012-10-18,415,Weekday
99,2012-10-18,420,Weekday
00,2012-10-18,425,Weekday
00,2012-10-18,430,Weekday
00,2012-10-18,435,Weekday
00,2012-10-18,440,Weekday
00,2012-10-18,445,Weekday
6868,2012-10-18,450,Weekday
00,2012-10-18,455,Weekday
00,2012-10-18,500,Weekday
00,2012-10-18,505,Weekday
00,2012-10-18,510,Weekday
00,2012-10-18,515,Weekday
00,2012-10-18,520,Weekday
88,2012-10-18,525,Weekday
00,2012-10-18,530,Weekday
00,2012-10-18,535,Weekday
00,2012-10-18,540,Weekday
00,2012-10-18,545,Weekday
00,2012-10-18,550,Weekday
1111,2012-10-18,555,Weekday
00,2012-10-18,600,Weekday
00,2012-10-18,605,Weekday
00,2012-10-18,610,Weekday
2020,2012-10-18,615,Weekday
00,2012-10-18,620,Weekday
6565,2012-10-18,625,Weekday
2222,2012-10-18,630,Weekday
00,2012-10-18,635,Weekday
00,2012-10-18,640,Weekday
3333,2012-10-18,645,Weekday
3232,2012-10-18,650,Weekday
8181,2012-10-18,655,Weekday
6262,2012-10-18,700,Weekday
00,2012-10-18,705,Weekday
1212,2012-10-18,710,Weekday
6868,2012-10-18,715,Weekday
00,2012-10-18,720,Weekday
00,2012-10-18,725,Weekday
114114,2012-10-18,730,Weekday
2020,2012-10-18,735,Weekday
00,2012-10-18,740,Weekday
00,2012-10-18,745,Weekday
00,2012-10-18,750,Weekday
00,2012-10-18,755,Weekday
105105,2012-10-18,800,Weekday
4848,2012-10-18,805,Weekday
619619,2012-10-18,810,Weekday
759759,2012-10-18,815,Weekday
735735,2012-10-18,820,Weekday
618618,2012-10-18,825,Weekday
446446,2012-10-18,830,Weekday
757757,2012-10-18,835,Weekday
608608,2012-10-18,840,Weekday
568568,2012-10-18,845,Weekday
571571,2012-10-18,850,Weekday
355355,2012-10-18,855,Weekday
5555,2012-10-18,900,Weekday
3232,2012-10-18,905,Weekday
7979,2012-10-18,910,Weekday
4949,2012-10-18,915,Weekday
00,2012-10-18,920,Weekday
00,2012-10-18,925,Weekday
00,2012-10-18,930,Weekday
00,2012-10-18,935,Weekday
00,2012-10-18,940,Weekday
00,2012-10-18,945,Weekday
00,2012-10-18,950,Weekday
00,2012-10-18,955,Weekday
00,2012-10-18,1000,Weekday
00,2012-10-18,1005,Weekday
00,2012-10-18,1010,Weekday
00,2012-10-18,1015,Weekday
00,2012-10-18,1020,Weekday
00,2012-10-18,1025,Weekday
00,2012-10-18,1030,Weekday
00,2012-10-18,1035,Weekday
00,2012-10-18,1040,Weekday
00,2012-10-18,1045,Weekday
00,2012-10-18,1050,Weekday
00,2012-10-18,1055,Weekday
00,2012-10-18,1100,Weekday
00,2012-10-18,1105,Weekday
00,2012-10-18,1110,Weekday
00,2012-10-18,1115,Weekday
00,2012-10-18,1120,Weekday
00,2012-10-18,1125,Weekday
00,2012-10-18,1130,Weekday
00,2012-10-18,1135,Weekday
00,2012-10-18,1140,Weekday
00,2012-10-18,1145,Weekday
00,2012-10-18,1150,Weekday
00,2012-10-18,1155,Weekday
00,2012-10-18,1200,Weekday
00,2012-10-18,1205,Weekday
00,2012-10-18,1210,Weekday
193193,2012-10-18,1215,Weekday
3737,2012-10-18,1220,Weekday
00,2012-10-18,1225,Weekday
00,2012-10-18,1230,Weekday
00,2012-10-18,1235,Weekday
00,2012-10-18,1240,Weekday
00,2012-10-18,1245,Weekday
00,2012-10-18,1250,Weekday
00,2012-10-18,1255,Weekday
00,2012-10-18,1300,Weekday
00,2012-10-18,1305,Weekday
00,2012-10-18,1310,Weekday
00,2012-10-18,1315,Weekday
00,2012-10-18,1320,Weekday
00,2012-10-18,1325,Weekday
00,2012-10-18,1330,Weekday
00,2012-10-18,1335,Weekday
00,2012-10-18,1340,Weekday
00,2012-10-18,1345,Weekday
00,2012-10-18,1350,Weekday
00,2012-10-18,1355,Weekday
00,2012-10-18,1400,Weekday
00,2012-10-18,1405,Weekday
00,2012-10-18,1410,Weekday
00,2012-10-18,1415,Weekday
00,2012-10-18,1420,Weekday
00,2012-10-18,1425,Weekday
00,2012-10-18,1430,Weekday
6363,2012-10-18,1435,Weekday
44,2012-10-18,1440,Weekday
00,2012-10-18,1445,Weekday
00,2012-10-18,1450,Weekday
00,2012-10-18,1455,Weekday
00,2012-10-18,1500,Weekday
00,2012-10-18,1505,Weekday
00,2012-10-18,1510,Weekday
00,2012-10-18,1515,Weekday
00,2012-10-18,1520,Weekday
00,2012-10-18,1525,Weekday
00,2012-10-18,1530,Weekday
6464,2012-10-18,1535,Weekday
468468,2012-10-18,1540,Weekday
127127,2012-10-18,1545,Weekday
504504,2012-10-18,1550,Weekday
286286,2012-10-18,1555,Weekday
4444,2012-10-18,1600,Weekday
6161,2012-10-18,1605,Weekday
2727,2012-10-18,1610,Weekday
00,2012-10-18,1615,Weekday
00,2012-10-18,1620,Weekday
00,2012-10-18,1625,Weekday
00,2012-10-18,1630,Weekday
00,2012-10-18,1635,Weekday
00,2012-10-18,1640,Weekday
00,2012-10-18,1645,Weekday
00,2012-10-18,1650,Weekday
00,2012-10-18,1655,Weekday
00,2012-10-18,1700,Weekday
00,2012-10-18,1705,Weekday
00,2012-10-18,1710,Weekday
00,2012-10-18,1715,Weekday
00,2012-10-18,1720,Weekday
00,2012-10-18,1725,Weekday
00,2012-10-18,1730,Weekday
00,2012-10-18,1735,Weekday
00,2012-10-18,1740,Weekday
2121,2012-10-18,1745,Weekday
106106,2012-10-18,1750,Weekday
00,2012-10-18,1755,Weekday
00,2012-10-18,1800,Weekday
163163,2012-10-18,1805,Weekday
00,2012-10-18,1810,Weekday
168168,2012-10-18,1815,Weekday
00,2012-10-18,1820,Weekday
111111,2012-10-18,1825,Weekday
88,2012-10-18,1830,Weekday
88,2012-10-18,1835,Weekday
2626,2012-10-18,1840,Weekday
2020,2012-10-18,1845,Weekday
00,2012-10-18,1850,Weekday
2121,2012-10-18,1855,Weekday
00,2012-10-18,1900,Weekday
168168,2012-10-18,1905,Weekday
4242,2012-10-18,1910,Weekday
00,2012-10-18,1915,Weekday
00,2012-10-18,1920,Weekday
00,2012-10-18,1925,Weekday
00,2012-10-18,1930,Weekday
00,2012-10-18,1935,Weekday
55,2012-10-18,1940,Weekday
00,2012-10-18,1945,Weekday
6262,2012-10-18,1950,Weekday
1717,2012-10-18,1955,Weekday
00,2012-10-18,2000,Weekday
00,2012-10-18,2005,Weekday
00,2012-10-18,2010,Weekday
00,2012-10-18,2015,Weekday
00,2012-10-18,2020,Weekday
00,2012-10-18,2025,Weekday
00,2012-10-18,2030,Weekday
00,2012-10-18,2035,Weekday
00,2012-10-18,2040,Weekday
00,2012-10-18,2045,Weekday
00,2012-10-18,2050,Weekday
00,2012-10-18,2055,Weekday
00,2012-10-18,2100,Weekday
00,2012-10-18,2105,Weekday
00,2012-10-18,2110,Weekday
00,2012-10-18,2115,Weekday
00,2012-10-18,2120,Weekday
2323,2012-10-18,2125,Weekday
4343,2012-10-18,2130,Weekday
00,2012-10-18,2135,Weekday
00,2012-10-18,2140,Weekday
00,2012-10-18,2145,Weekday
00,2012-10-18,2150,Weekday
00,2012-10-18,2155,Weekday
5050,2012-10-18,2200,Weekday
00,2012-10-18,2205,Weekday
1717,2012-10-18,2210,Weekday
55,2012-10-18,2215,Weekday
00,2012-10-18,2220,Weekday
00,2012-10-18,2225,Weekday
00,2012-10-18,2230,Weekday
00,2012-10-18,2235,Weekday
00,2012-10-18,2240,Weekday
00,2012-10-18,2245,Weekday
00,2012-10-18,2250,Weekday
00,2012-10-18,2255,Weekday
00,2012-10-18,2300,Weekday
00,2012-10-18,2305,Weekday
00,2012-10-18,2310,Weekday
00,2012-10-18,2315,Weekday
00,2012-10-18,2320,Weekday
00,2012-10-18,2325,Weekday
00,2012-10-18,2330,Weekday
00,2012-10-18,2335,Weekday
00,2012-10-18,2340,Weekday
00,2012-10-18,2345,Weekday
00,2012-10-18,2350,Weekday
00,2012-10-18,2355,Weekday
00,2012-10-19,0,Weekday
00,2012-10-19,5,Weekday
00,2012-10-19,10,Weekday
00,2012-10-19,15,Weekday
00,2012-10-19,20,Weekday
00,2012-10-19,25,Weekday
00,2012-10-19,30,Weekday
00,2012-10-19,35,Weekday
00,2012-10-19,40,Weekday
00,2012-10-19,45,Weekday
88,2012-10-19,50,Weekday
00,2012-10-19,55,Weekday
00,2012-10-19,100,Weekday
00,2012-10-19,105,Weekday
00,2012-10-19,110,Weekday
00,2012-10-19,115,Weekday
00,2012-10-19,120,Weekday
00,2012-10-19,125,Weekday
00,2012-10-19,130,Weekday
00,2012-10-19,135,Weekday
00,2012-10-19,140,Weekday
00,2012-10-19,145,Weekday
00,2012-10-19,150,Weekday
00,2012-10-19,155,Weekday
00,2012-10-19,200,Weekday
00,2012-10-19,205,Weekday
00,2012-10-19,210,Weekday
00,2012-10-19,215,Weekday
00,2012-10-19,220,Weekday
00,2012-10-19,225,Weekday
00,2012-10-19,230,Weekday
00,2012-10-19,235,Weekday
00,2012-10-19,240,Weekday
00,2012-10-19,245,Weekday
00,2012-10-19,250,Weekday
00,2012-10-19,255,Weekday
00,2012-10-19,300,Weekday
00,2012-10-19,305,Weekday
00,2012-10-19,310,Weekday
00,2012-10-19,315,Weekday
00,2012-10-19,320,Weekday
00,2012-10-19,325,Weekday
00,2012-10-19,330,Weekday
00,2012-10-19,335,Weekday
00,2012-10-19,340,Weekday
00,2012-10-19,345,Weekday
00,2012-10-19,350,Weekday
00,2012-10-19,355,Weekday
00,2012-10-19,400,Weekday
00,2012-10-19,405,Weekday
00,2012-10-19,410,Weekday
00,2012-10-19,415,Weekday
99,2012-10-19,420,Weekday
00,2012-10-19,425,Weekday
00,2012-10-19,430,Weekday
00,2012-10-19,435,Weekday
00,2012-10-19,440,Weekday
00,2012-10-19,445,Weekday
55,2012-10-19,450,Weekday
77,2012-10-19,455,Weekday
00,2012-10-19,500,Weekday
00,2012-10-19,505,Weekday
00,2012-10-19,510,Weekday
00,2012-10-19,515,Weekday
00,2012-10-19,520,Weekday
00,2012-10-19,525,Weekday
00,2012-10-19,530,Weekday
00,2012-10-19,535,Weekday
00,2012-10-19,540,Weekday
00,2012-10-19,545,Weekday
00,2012-10-19,550,Weekday
00,2012-10-19,555,Weekday
00,2012-10-19,600,Weekday
00,2012-10-19,605,Weekday
2020,2012-10-19,610,Weekday
00,2012-10-19,615,Weekday
00,2012-10-19,620,Weekday
00,2012-10-19,625,Weekday
1616,2012-10-19,630,Weekday
00,2012-10-19,635,Weekday
149149,2012-10-19,640,Weekday
00,2012-10-19,645,Weekday
00,2012-10-19,650,Weekday
3131,2012-10-19,655,Weekday
1717,2012-10-19,700,Weekday
00,2012-10-19,705,Weekday
00,2012-10-19,710,Weekday
00,2012-10-19,715,Weekday
2020,2012-10-19,720,Weekday
00,2012-10-19,725,Weekday
00,2012-10-19,730,Weekday
6262,2012-10-19,735,Weekday
182182,2012-10-19,740,Weekday
1515,2012-10-19,745,Weekday
5454,2012-10-19,750,Weekday
66,2012-10-19,755,Weekday
6666,2012-10-19,800,Weekday
1212,2012-10-19,805,Weekday
156156,2012-10-19,810,Weekday
00,2012-10-19,815,Weekday
3232,2012-10-19,820,Weekday
158158,2012-10-19,825,Weekday
3333,2012-10-19,830,Weekday
00,2012-10-19,835,Weekday
00,2012-10-19,840,Weekday
00,2012-10-19,845,Weekday
00,2012-10-19,850,Weekday
00,2012-10-19,855,Weekday
1515,2012-10-19,900,Weekday
00,2012-10-19,905,Weekday
9595,2012-10-19,910,Weekday
511511,2012-10-19,915,Weekday
186186,2012-10-19,920,Weekday
00,2012-10-19,925,Weekday
00,2012-10-19,930,Weekday
00,2012-10-19,935,Weekday
00,2012-10-19,940,Weekday
193193,2012-10-19,945,Weekday
108108,2012-10-19,950,Weekday
00,2012-10-19,955,Weekday
00,2012-10-19,1000,Weekday
00,2012-10-19,1005,Weekday
00,2012-10-19,1010,Weekday
00,2012-10-19,1015,Weekday
00,2012-10-19,1020,Weekday
00,2012-10-19,1025,Weekday
00,2012-10-19,1030,Weekday
00,2012-10-19,1035,Weekday
160160,2012-10-19,1040,Weekday
4343,2012-10-19,1045,Weekday
257257,2012-10-19,1050,Weekday
3131,2012-10-19,1055,Weekday
00,2012-10-19,1100,Weekday
00,2012-10-19,1105,Weekday
00,2012-10-19,1110,Weekday
00,2012-10-19,1115,Weekday
152152,2012-10-19,1120,Weekday
362362,2012-10-19,1125,Weekday
167167,2012-10-19,1130,Weekday
290290,2012-10-19,1135,Weekday
00,2012-10-19,1140,Weekday
00,2012-10-19,1145,Weekday
00,2012-10-19,1150,Weekday
00,2012-10-19,1155,Weekday
00,2012-10-19,1200,Weekday
121121,2012-10-19,1205,Weekday
303303,2012-10-19,1210,Weekday
5252,2012-10-19,1215,Weekday
1111,2012-10-19,1220,Weekday
260260,2012-10-19,1225,Weekday
7777,2012-10-19,1230,Weekday
00,2012-10-19,1235,Weekday
00,2012-10-19,1240,Weekday
7777,2012-10-19,1245,Weekday
137137,2012-10-19,1250,Weekday
00,2012-10-19,1255,Weekday
00,2012-10-19,1300,Weekday
00,2012-10-19,1305,Weekday
00,2012-10-19,1310,Weekday
00,2012-10-19,1315,Weekday
146146,2012-10-19,1320,Weekday
428428,2012-10-19,1325,Weekday
00,2012-10-19,1330,Weekday
00,2012-10-19,1335,Weekday
00,2012-10-19,1340,Weekday
143143,2012-10-19,1345,Weekday
00,2012-10-19,1350,Weekday
7474,2012-10-19,1355,Weekday
00,2012-10-19,1400,Weekday
00,2012-10-19,1405,Weekday
00,2012-10-19,1410,Weekday
00,2012-10-19,1415,Weekday
00,2012-10-19,1420,Weekday
00,2012-10-19,1425,Weekday
00,2012-10-19,1430,Weekday
00,2012-10-19,1435,Weekday
00,2012-10-19,1440,Weekday
00,2012-10-19,1445,Weekday
00,2012-10-19,1450,Weekday
00,2012-10-19,1455,Weekday
00,2012-10-19,1500,Weekday
00,2012-10-19,1505,Weekday
00,2012-10-19,1510,Weekday
8686,2012-10-19,1515,Weekday
00,2012-10-19,1520,Weekday
00,2012-10-19,1525,Weekday
351351,2012-10-19,1530,Weekday
236236,2012-10-19,1535,Weekday
128128,2012-10-19,1540,Weekday
8080,2012-10-19,1545,Weekday
00,2012-10-19,1550,Weekday
6262,2012-10-19,1555,Weekday
00,2012-10-19,1600,Weekday
258258,2012-10-19,1605,Weekday
311311,2012-10-19,1610,Weekday
00,2012-10-19,1615,Weekday
00,2012-10-19,1620,Weekday
00,2012-10-19,1625,Weekday
3030,2012-10-19,1630,Weekday
99,2012-10-19,1635,Weekday
282282,2012-10-19,1640,Weekday
476476,2012-10-19,1645,Weekday
168168,2012-10-19,1650,Weekday
415415,2012-10-19,1655,Weekday
8888,2012-10-19,1700,Weekday
00,2012-10-19,1705,Weekday
1919,2012-10-19,1710,Weekday
00,2012-10-19,1715,Weekday
00,2012-10-19,1720,Weekday
00,2012-10-19,1725,Weekday
00,2012-10-19,1730,Weekday
00,2012-10-19,1735,Weekday
8585,2012-10-19,1740,Weekday
00,2012-10-19,1745,Weekday
2828,2012-10-19,1750,Weekday
7171,2012-10-19,1755,Weekday
2828,2012-10-19,1800,Weekday
1919,2012-10-19,1805,Weekday
391391,2012-10-19,1810,Weekday
494494,2012-10-19,1815,Weekday
299299,2012-10-19,1820,Weekday
512512,2012-10-19,1825,Weekday
482482,2012-10-19,1830,Weekday
7474,2012-10-19,1835,Weekday
5656,2012-10-19,1840,Weekday
00,2012-10-19,1845,Weekday
99,2012-10-19,1850,Weekday
00,2012-10-19,1855,Weekday
77,2012-10-19,1900,Weekday
2525,2012-10-19,1905,Weekday
00,2012-10-19,1910,Weekday
00,2012-10-19,1915,Weekday
00,2012-10-19,1920,Weekday
00,2012-10-19,1925,Weekday
4646,2012-10-19,1930,Weekday
6666,2012-10-19,1935,Weekday
6262,2012-10-19,1940,Weekday
11,2012-10-19,1945,Weekday
200200,2012-10-19,1950,Weekday
8686,2012-10-19,1955,Weekday
5151,2012-10-19,2000,Weekday
5858,2012-10-19,2005,Weekday
00,2012-10-19,2010,Weekday
00,2012-10-19,2015,Weekday
2424,2012-10-19,2020,Weekday
00,2012-10-19,2025,Weekday
3333,2012-10-19,2030,Weekday
00,2012-10-19,2035,Weekday
00,2012-10-19,2040,Weekday
00,2012-10-19,2045,Weekday
00,2012-10-19,2050,Weekday
00,2012-10-19,2055,Weekday
00,2012-10-19,2100,Weekday
00,2012-10-19,2105,Weekday
00,2012-10-19,2110,Weekday
00,2012-10-19,2115,Weekday
00,2012-10-19,2120,Weekday
00,2012-10-19,2125,Weekday
00,2012-10-19,2130,Weekday
00,2012-10-19,2135,Weekday
00,2012-10-19,2140,Weekday
00,2012-10-19,2145,Weekday
00,2012-10-19,2150,Weekday
00,2012-10-19,2155,Weekday
1010,2012-10-19,2200,Weekday
3030,2012-10-19,2205,Weekday
9797,2012-10-19,2210,Weekday
00,2012-10-19,2215,Weekday
00,2012-10-19,2220,Weekday
2121,2012-10-19,2225,Weekday
00,2012-10-19,2230,Weekday
00,2012-10-19,2235,Weekday
00,2012-10-19,2240,Weekday
00,2012-10-19,2245,Weekday
00,2012-10-19,2250,Weekday
00,2012-10-19,2255,Weekday
00,2012-10-19,2300,Weekday
00,2012-10-19,2305,Weekday
00,2012-10-19,2310,Weekday
00,2012-10-19,2315,Weekday
00,2012-10-19,2320,Weekday
00,2012-10-19,2325,Weekday
00,2012-10-19,2330,Weekday
00,2012-10-19,2335,Weekday
00,2012-10-19,2340,Weekday
00,2012-10-19,2345,Weekday
00,2012-10-19,2350,Weekday
88,2012-10-19,2355,Weekday
00,2012-10-20,0,Weekend
00,2012-10-20,5,Weekend
00,2012-10-20,10,Weekend
00,2012-10-20,15,Weekend
00,2012-10-20,20,Weekend
00,2012-10-20,25,Weekend
00,2012-10-20,30,Weekend
00,2012-10-20,35,Weekend
00,2012-10-20,40,Weekend
66,2012-10-20,45,Weekend
00,2012-10-20,50,Weekend
00,2012-10-20,55,Weekend
00,2012-10-20,100,Weekend
00,2012-10-20,105,Weekend
00,2012-10-20,110,Weekend
00,2012-10-20,115,Weekend
00,2012-10-20,120,Weekend
00,2012-10-20,125,Weekend
00,2012-10-20,130,Weekend
00,2012-10-20,135,Weekend
00,2012-10-20,140,Weekend
00,2012-10-20,145,Weekend
00,2012-10-20,150,Weekend
00,2012-10-20,155,Weekend
00,2012-10-20,200,Weekend
00,2012-10-20,205,Weekend
00,2012-10-20,210,Weekend
00,2012-10-20,215,Weekend
00,2012-10-20,220,Weekend
00,2012-10-20,225,Weekend
00,2012-10-20,230,Weekend
00,2012-10-20,235,Weekend
00,2012-10-20,240,Weekend
00,2012-10-20,245,Weekend
00,2012-10-20,250,Weekend
00,2012-10-20,255,Weekend
00,2012-10-20,300,Weekend
00,2012-10-20,305,Weekend
00,2012-10-20,310,Weekend
00,2012-10-20,315,Weekend
00,2012-10-20,320,Weekend
00,2012-10-20,325,Weekend
00,2012-10-20,330,Weekend
00,2012-10-20,335,Weekend
00,2012-10-20,340,Weekend
00,2012-10-20,345,Weekend
00,2012-10-20,350,Weekend
00,2012-10-20,355,Weekend
00,2012-10-20,400,Weekend
00,2012-10-20,405,Weekend
5151,2012-10-20,410,Weekend
00,2012-10-20,415,Weekend
00,2012-10-20,420,Weekend
00,2012-10-20,425,Weekend
00,2012-10-20,430,Weekend
00,2012-10-20,435,Weekend
00,2012-10-20,440,Weekend
00,2012-10-20,445,Weekend
00,2012-10-20,450,Weekend
99,2012-10-20,455,Weekend
00,2012-10-20,500,Weekend
00,2012-10-20,505,Weekend
00,2012-10-20,510,Weekend
00,2012-10-20,515,Weekend
00,2012-10-20,520,Weekend
5353,2012-10-20,525,Weekend
00,2012-10-20,530,Weekend
00,2012-10-20,535,Weekend
00,2012-10-20,540,Weekend
